timestamp,hr,spo2,temp,acc_mag
1770613981367.7097,75.52447552447553,98,36.8,1.0
1770614089367.7097,73.72013651877133,98,36.8,1.0
1770614141367.7097,72.97297297297298,98,36.8,1.0
1770614031367.7097,73.46938775510205,98,36.8,1.0
1770613959367.7097,91.52542372881356,98,36.8,1.0
1770614149367.7097,73.97260273972603,98,36.8,1.0
1770614047367.7097,71.76079734219269,98,36.8,1.0
1770614315367.7097,74.22680412371133,98,36.8,1.0
1770614101367.7097,77.6978417266187,98,36.8,1.0
1770614075367.7097,75.78947368421053,98,36.8,1.0
1770614073367.7097,76.59574468085107,98,36.8,1.0
1770614295367.7097,75.78947368421053,98,36.8,1.0
1770614339367.7097,77.6978417266187,98,36.8,1.0
1770614139367.7097,72.48322147651007,98,36.8,1.0
1770614115367.7097,75.0,98,36.8,1.0
1770614097367.7097,74.22680412371133,98,36.8,1.0
1770614313367.7097,74.22680412371133,98,36.8,1.0
1770614025367.7097,71.76079734219269,98,36.8,1.0
1770613967367.7097,75.78947368421053,98,36.8,1.0
1770614035367.7097,68.13880126182966,98,36.8,1.0
1770614215367.7097,72.97297297297298,98,36.8,1.0
1770614281367.7097,78.83211678832117,98,36.8,1.0
1770614263367.7097,78.54545454545455,98,36.8,1.0
1770613953367.7097,76.05633802816902,98,36.8,1.0
1770614019367.7097,71.05263157894737,98,36.8,1.0
1770614253367.7097,75.26132404181185,98,36.8,1.0
1770614293367.7097,77.14285714285714,98,36.8,1.0
1770614131367.7097,75.52447552447553,98,36.8,1.0
1770614227367.7097,71.52317880794702,98,36.8,1.0
1770614203367.7097,76.32508833922262,98,36.8,1.0
1770614151367.7097,69.90291262135922,98,36.8,1.0
1770614027367.7097,75.78947368421053,98,36.8,1.0
1770614213367.7097,71.52317880794702,98,36.8,1.0
1770614217367.7097,77.6978417266187,98,36.8,1.0
1770614237367.7097,76.59574468085107,98,36.8,1.0
1770614261367.7097,77.41935483870968,98,36.8,1.0
1770613969367.7097,77.9783393501805,98,36.8,1.0
1770614183367.7097,73.22033898305085,98,36.8,1.0
1770614111367.7097,73.72013651877133,98,36.8,1.0
1770614161367.7097,75.26132404181185,98,36.8,1.0
1770614163367.7097,73.97260273972603,98,36.8,1.0
1770614223367.7097,72.97297297297298,98,36.8,1.0
1770614017367.7097,70.12987012987013,98,36.8,1.0
1770614013367.7097,75.0,98,36.8,1.0
1770614301367.7097,73.46938775510205,98,36.8,1.0
1770614259367.7097,72.72727272727273,98,36.8,1.0
